"","mh101","mh102","mh103","mh104","mh105","mh106","mh107","mh108","mh109","mh110","mh111","mh112","mh113","mh114","mh115","mh116","mh117","mh118","mh119","mh120","mh121","mh122","mh123","mh124","mh125","mh126","mh127","mh128","mh129","mh130","mh131","mh132","mh133","mh134","mh135","mh136","mh137","mh138","mh139","mh140","mh141","mh142","mh143","mh144","mh145","mh146","mh147","mh148","mh149","mh150","mh151","mh152","mh153","mh154","mh155","mh156","mh157","mh158","mh159","mh160","mh161","mh162"
"11",680012,246517,236330,193864,207931,197066,197583,162101,92665,158881,281339,267749,253320,306817,316379,189794,213412,192234,173611,140848,193512,233851,166002,89172,75824,95894,99120,3019,73271,245001,163796,208285,204771,215637,188039,156114,97128,68750,70217,82401,66037,70512,77429,77707,94528,95730,85791,76783,101451,114768,111747,133254,142058,145121,130998,167302,169291,187282,142267,118976,101113,77241
"12",678334,244799,235508,193960,208187,197677,196207,149333,59340,64535,80265,82780,81063,98648,175490,166992,216835,228337,206569,167767,220744,264242,172865,66811,57928,75962,77811,2438,57510,192198,128871,163291,161854,169707,147372,441040,678239,478165,488869,566625,392749,422447,464337,466361,444434,369151,330222,299005,391997,444675,433474,515101,547845,535415,475455,609200,612468,684158,518940,431059,382348,455837
"13",1069098,350063,327406,266121,254169,251120,284863,261951,86969,60870,73987,62076,50228,57645,81425,80489,96382,93470,79551,65831,262865,383472,253068,101564,98708,81432,87712,3588,52000,160575,127180,147269,136854,122262,114248,184565,246144,164054,184617,176610,150305,188399,215537,212946,230828,231213,214799,209775,263728,312210,322423,359395,365531,208695,120231,138347,145337,172077,147637,115458,105283,108316
"14",1067761,349970,327055,265736,255006,250571,285160,261991,112069,89476,98895,100314,90011,103945,166963,174013,193399,173280,147559,121898,272052,368812,252096,123977,116738,81650,88308,3697,51798,160339,127133,146621,136192,123005,113632,340017,587867,390357,439805,406142,225372,282876,323469,319642,273235,217788,202008,196605,246922,292554,302931,336374,342698,200810,121209,138763,145681,171796,147523,116439,107066,149181
"15",1069309,349429,328361,265869,255852,250994,284139,260967,120597,115677,147985,147349,131107,149960,296346,334410,335745,267893,227503,187800,266740,326185,261833,225478,210321,142066,154286,6506,90512,282602,221306,258660,240335,214795,199049,367198,530200,352325,397421,412404,576640,722973,825908,817330,727339,608444,566506,548478,690352,819507,846149,942908,956741,973017,949501,1084198,1140906,1349248,1161365,909487,801936,595957
"16",1066889,348775,326869,265599,253469,250303,284985,260758,698166,845659,911847,854313,730628,837826,914198,749620,859469,800664,681926,562544,393903,339568,421385,674789,692658,710617,770550,32492,453069,1406733,1108768,1289653,1193540,1070862,994596,859098,529221,352690,395471,377954,299949,376053,429893,426579,419315,390678,363056,351423,441580,524652,542048,604597,613706,574485,533638,608569,640853,755889,651835,510654,463497,499071
"17",19246,2797,2969,2814,2559,1927,1893,2014,870,1194,1337,1526,1163,1249,1318,1368,1289,1159,998,806,1871,3381,2622,1200,1413,2168,1309,35,545,2248,1616,2229,1978,1337,1503,1847,9109,28525,1517,133548,64640,89264,90237,76542,75025,68842,75561,52314,76620,76290,81868,75031,98226,54235,67581,92122,135359,30626,1714,1600,1626,1335
"18",19052,2913,2886,2895,2454,1893,1940,2604,2251,2234,2118,2137,1735,1933,1004,602,638,684,574,457,452,764,744,634,549,488,278,6,122,495,336,440,450,317,325,837,6089,18833,983,85951,36612,50411,51082,43758,41823,36707,39949,28046,41250,41138,43606,40327,52720,27724,28487,39234,57459,13083,743,674,640,488
"19",18707,2791,2968,2924,2500,1947,1973,2360,1777,1966,1991,2279,1793,1954,1160,635,612,494,469,336,844,1552,1187,549,469,410,251,8,101,490,292,424,350,252,246,725,5069,15565,853,72649,32369,44715,44933,38157,45252,52876,57595,40066,58734,59200,62262,58026,75736,40090,43173,58828,86142,19531,1121,1016,1059,741
"20",19272,2876,2980,2914,2502,1895,1929,3865,4871,3898,2617,1845,1206,1242,3643,5206,5954,5956,5182,3989,2414,2793,3626,5317,4614,3695,2122,62,926,3827,2697,3703,3336,2371,2470,2797,11303,35511,1917,164675,81634,112334,113698,96897,88101,71255,78276,53870,79298,79202,83802,77685,101914,55263,64981,89308,130665,29794,1752,1581,1566,1022
"21",26286,3686,4095,3986,3571,2643,2884,3616,3083,3941,4625,5494,4359,4441,5662,5577,4690,3417,3416,2586,3534,5365,4881,3816,3545,2443,1704,46,599,2743,1751,2648,2528,1860,1933,2166,1960,1935,1793,1729,1313,1298,1926,1803,2266,2609,2796,1826,2125,2908,2561,2660,2630,1948,1372,1561,2036,2142,2214,2102,1973,1843
"22",26198,3769,4087,3968,3603,2597,2969,3839,1228,722,644,612,483,517,802,910,1059,1241,1128,838,796,1157,1055,828,924,910,680,14,241,1028,674,1054,1013,732,769,1460,1964,1958,1773,1720,1155,1069,1628,1501,1484,1450,1510,1084,1153,1595,1478,1464,1466,1127,810,884,1171,1211,1292,1168,1026,651
"23",26040,3704,4159,3921,3597,2579,3000,3935,6708,6669,5226,4791,3465,3562,4785,5043,5662,6109,5844,4396,2157,1991,2868,3744,4341,5209,4031,98,1350,6194,4070,5948,5956,4092,4324,3146,1129,1162,950,1011,951,931,1439,1360,1538,1797,1889,1358,1558,1992,1868,1834,1876,1611,1176,1326,1720,1843,1883,1867,1643,825
"24",25902,3700,4202,4018,3514,2677,3130,3814,3873,3160,2249,2123,1536,1659,1545,1234,1771,2153,2115,1551,2602,4200,3508,2305,2144,1611,1237,29,404,1952,1293,1806,1853,1289,1369,3625,5397,5195,4665,4654,3507,3681,5017,4841,3478,2814,2921,2137,2323,3004,2762,2681,2792,2954,2653,2830,3840,4128,4441,3910,3751,2692
"25",27439,3514,3623,3436,2990,2356,2602,3683,4263,5072,6708,5669,4462,4544,6259,5963,4795,2966,2927,2116,2564,3793,3226,2686,2606,2310,1984,45,710,2945,2302,2929,2525,1876,1951,1723,1214,1026,871,997,910,969,1150,1105,1181,1056,1140,892,915,1056,825,1058,933,897,844,907,1050,1055,1032,935,994,720
"26",27906,3460,3671,3289,2994,2293,2444,4009,5066,3113,1396,1119,833,846,1016,899,1201,1415,1245,842,574,610,1142,1985,2076,1986,1645,42,591,2505,1974,2408,2261,1595,1745,2548,3244,2658,2402,2614,2019,2045,2661,2452,2063,1481,1498,1186,1320,1464,1254,1481,1283,1021,765,793,919,892,914,787,914,596
"27",27650,3469,3650,3442,2896,2400,2515,2383,1168,1169,1254,1060,842,868,1248,1184,1310,1243,1230,802,1106,1605,1349,738,958,1173,933,27,299,1405,1090,1431,1293,958,1034,1636,2190,1778,1551,1732,1488,1423,1910,1814,2051,1958,2185,1672,1840,2063,1713,1966,1814,2158,2243,2495,2859,2860,2927,2557,2620,2606
"28",27850,3540,3602,3441,2913,2354,2613,2507,1839,1859,2197,2403,2180,2261,2361,2016,3187,3936,3681,2644,2507,3026,2639,1745,1754,1325,1069,22,361,1661,1362,1646,1507,1161,1217,1609,2013,1577,1445,1664,1695,1731,2242,2048,2393,2469,2559,2020,2149,2450,2070,2406,2166,2002,1666,1828,2121,2189,2283,1967,1924,1299
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,3567,3485,3338,3523,3910,3819,12020,11784,12715,12323,11985,12004,12011,13230,13255,13400,13635,13995,8437,4,3,2,1,1,3,2,1,3,5,2
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3561,3477,3415,3542,3563,3454,3409,10488,10385,10836,10419,10161,10336,9850,8990,9139,9295,9470,9427,5672,5,1,2,4,1,5,2,2,2,2,1
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597,3576,3383,3426,3493,3545,3524,10781,10917,11478,10845,10607,10697,10303,10791,11054,10970,11397,11169,6954,0,3,1,2,1,1,2,2,0,3,2
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,3594,3390,3455,3506,4662,4593,14302,14137,12356,11679,11519,11557,11341,12030,12194,12166,12556,12807,7339,5,3,5,5,1,0,2,0,0,5,1
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9181,9346,9035,9145,9155,10358,10261,31742,31473,30290,30652,30141,30025,30907,32656,32781,30722,30786,32390,19590,4,3,3,3,1,3,1,0,0,2,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9388,9104,9147,9298,9210,8860,8741,27501,27235,30373,30396,30227,30104,30184,26896,27241,25634,25377,26571,16063,7,1,1,1,6,3,3,1,2,0,1
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9230,9248,9100,9281,9264,6705,6471,20264,20233,21378,20970,20675,20634,21345,20533,20176,19011,19037,20047,12014,4,3,1,2,1,3,3,2,1,0,1
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9315,9385,9230,9267,9314,10882,10992,34078,33895,35217,34957,35004,34492,35454,32488,32450,30515,31081,32136,19762,7,2,1,4,2,1,2,1,1,1,2
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6749,6036,6414,6256,6426,5425,5542,18482,18641,19150,19242,20034,19900,20001,22066,21488,20147,21418,21822,12574,7,1,1,2,2,0,1,1,1,3,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630,6049,6379,6108,6478,6494,6824,22769,22937,18791,19525,20477,19913,19570,19261,19345,17609,18891,19021,10935,7,2,1,2,6,2,2,2,1,2,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6601,6157,6404,5930,6455,5781,6201,20173,20313,19899,20054,20779,20737,20688,23718,23452,21857,23283,23799,13686,9,2,2,2,2,6,3,1,1,1,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6682,6295,6352,6141,6425,6514,6880,22302,22807,21261,21753,22803,22489,22283,22848,22606,20672,22132,22638,13492,6,2,3,4,1,0,5,0,1,1,2
"41",23638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",23733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",23797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",23850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",48638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",48850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",49009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",48922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,197642,207504,183250,187563,184997,176473,186101,153945,183899,174884,181580,170097,171944,0,0,0,0,0,28228,69304,71958,118248,96535,82293,67911,59986,86188,112735,120944,132482,119980,110466,97900,109194,120290,119955,116371,114221,274752,197175,198323,217657,226381,213839,147578,124319,133038,131139
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,149902,158454,149344,161789,158285,150947,174389,147454,226888,308076,317248,297619,300983,0,0,0,0,0,49711,121061,125405,163438,96005,82235,68227,57743,31531,41801,44079,48831,45827,43353,38350,42274,46967,46652,44981,44920,107389,102658,120182,131702,137684,129474,89788,75138,80377,80195
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,166376,158435,109105,85561,83887,80350,146351,136127,132371,71902,76610,79135,79978,0,0,0,0,0,13138,31852,33028,86432,96498,82467,68077,57834,22910,30194,32131,35378,41469,43117,38418,42622,47079,46276,44977,44671,107427,77242,78096,85109,89493,84255,58240,48710,52124,52039
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,80524,84849,88421,101878,99955,95488,166396,153112,136348,48089,53132,60726,61413,0,0,0,0,0,10050,24381,25474,80236,96116,82790,67498,61582,146429,192306,204793,224006,126142,72227,64164,71469,78963,78001,75989,75189,180647,173552,203397,223960,232654,219639,151295,126848,136180,135312
"53",448384,48782,53684,70001,85693,41254,43835,43067,19711,14982,31900,100254,88877,106417,208494,215277,203812,7255,179430,121699,101437,122433,157391,71161,71940,69242,52087,23114,30324,32113,26988,30245,28628,19773,20126,38274,40239,30462,30803,30842,27391,28796,33667,19490,20340,22443,21860,21829,22300,21513,21978,22306,22013,20145,17741,17550,17515,13065,65600,63404,58908,38312
"54",448573,49386,53821,70276,85788,41503,43719,76698,212297,139034,195869,278086,161299,196267,337344,291877,244027,6363,157435,107927,87508,104646,171302,126341,127436,121486,90139,40469,53658,55234,46331,52913,49889,34366,34551,43137,14778,11346,11269,11484,11713,12634,14840,8494,9302,10446,10415,10329,10419,10318,10570,10500,10321,10568,10911,11024,10938,8000,40543,39405,36681,20391
"55",448672,49085,52838,70198,85650,41320,43754,44348,28006,29323,99731,156050,99845,121248,188729,137690,118636,3426,83998,56991,68651,100495,113263,30020,31127,32206,23895,10714,14354,14611,12405,14116,13285,9161,8922,14967,12122,9080,9306,9147,7736,8189,9617,5565,6976,9761,9920,9671,9919,9622,9861,9826,9896,9812,9967,9528,9922,7158,36191,34778,32766,18880
"56",446368,49184,53417,69904,85503,41220,43750,42575,19407,14360,28153,50018,34513,41995,98552,122572,117410,4257,105221,71518,77934,108866,118991,25159,25662,24717,18625,8146,10775,11337,9566,10854,10010,6972,7057,35947,67211,50947,50394,50307,38081,40372,47546,27401,24064,19066,18880,18619,19164,18728,18879,19196,19136,20523,22311,22436,22330,16569,83187,80897,75883,58547
"57",193704,25236,79139,69594,52524,46329,58775,52582,28393,11160,12550,12042,7672,7682,8112,8983,9021,21,20061,10017,22905,173222,145735,35455,19809,12950,9500,24301,24657,24479,24465,24370,24432,20428,16656,27364,36484,34873,21671,30988,25758,26945,41793,29804,37368,47631,51106,37374,41619,55968,71575,82516,44020,51122,30991,30598,31272,22936,56613,0,0,0
"58",194276,25378,79023,70659,52643,46754,59017,52206,32126,17330,18920,18074,11618,11481,12927,15191,15917,53,35218,17677,27001,178941,152000,39780,22263,14600,10777,27304,27607,27577,27543,27507,27576,23140,19020,69380,143437,137699,84949,117737,66295,69270,107000,75520,67943,54429,58522,42678,47186,63870,81814,94212,50608,58876,36371,36271,36347,26867,66338,0,0,0
"59",193292,25097,79295,70205,52569,46273,58848,52675,33180,21153,25203,24988,16427,16619,22325,30773,28670,60,53202,26443,26437,134389,129013,92468,49827,24031,17764,45764,45981,46007,45646,45745,45877,38789,31253,45355,53475,50751,31581,44663,35223,37384,57466,40470,50910,63723,68324,49613,55164,74953,95607,109512,58997,86712,71299,71116,70852,52476,129072,0,0,0
"60",192693,25180,78399,70665,52396,46231,58324,52886,116543,160623,153593,145003,90620,91536,81992,72548,71413,154,143136,72523,50258,152729,188231,272564,155134,109446,82042,207681,206876,207021,207290,206386,208323,175047,141404,131786,48051,45360,28702,40857,33841,35212,54834,38799,48807,61607,65534,48320,52858,71792,92661,105433,56450,68326,43828,43572,43543,31992,79685,0,0,0
"61",483349,38142,28033,38002,33380,28221,30143,25971,7513,11680,13040,20700,31781,26770,27965,37904,7961,94858,33871,39597,37831,13919,445,27572,6052,5388,76148,30,2,1,0,0,1,0,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
"62",483960,38243,27876,38018,33375,28168,30329,50258,81218,104678,70262,57820,55979,48323,42359,51018,10226,83688,29972,35067,34694,12896,767,48160,10584,9919,135328,54,9,1,4,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"63",481578,38702,27867,38330,33232,27690,30221,27425,10795,22271,38600,35134,38171,33029,23122,20875,4165,43278,15690,17694,29483,11162,174,11732,2549,2843,39156,16,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
"64",482307,38703,28117,37826,33099,28025,30115,26317,7606,10722,10480,9928,10960,9422,13175,20951,4282,48681,17229,20325,34299,13100,179,10631,2521,2201,30761,15,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144791,68888,59162,51139,57393,58689,58713,42211,44162,51775,73285,67126,39179,35334,36097,36259,36479,36912,36429,23265,9,11,4,1,3,2,1,175425,28849,16216,29
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144962,68548,58738,51112,47007,46532,46726,33734,35300,44261,62376,57698,33493,24881,22993,23144,23285,23365,23059,14520,9,5,1,4,1,2,3,134614,22410,12800,32
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144700,68801,59320,50881,41984,40283,40470,29403,31346,42749,59753,55367,32072,28356,29041,29114,29066,29409,28845,18750,10,8,1,3,3,1,1,167887,27925,15177,21
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145282,69062,58752,50846,55334,56358,56304,40762,42527,54094,75657,69415,40198,33424,32279,32665,32732,33046,32545,21074,11,7,1,4,1,6,1,194117,32411,17932,17
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3485,1013,1054,984,1012,1074,1064,1053,1082,1152,1132,1082,800,661,710,706,724,685,654,456,1,1,0,3,2,0,1,3640,619,572,0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3482,996,1024,973,1027,978,1017,1046,1018,1045,1024,1071,767,631,554,629,551,563,592,384,2,2,1,1,1,1,1,3255,536,513,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,1039,993,1066,906,743,687,726,724,701,726,722,563,484,485,493,489,525,500,299,0,2,1,0,1,0,0,3188,540,486,1
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512,1044,1014,1071,1121,1262,1268,1245,1235,1200,1239,1204,835,719,685,695,716,683,690,441,2,2,1,0,2,0,1,3454,603,507,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7778,1453
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7853,1443
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7985,1519
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,1458
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74203,16143
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73880,16177
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73654,16085
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73534,15963
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71532,16293
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71377,16127
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71135,16442
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71730,16140
"85",20603,11372,9715,7556,7155,4599,5717,11026,3423,3981,3716,2672,4345,4735,14086,14475,13594,13589,9940,6872,7030,15062,13574,13576,9805,5657,3977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",20743,11374,9676,7584,6971,4544,5579,22428,36983,31954,18216,7055,8617,9164,22767,21263,16143,11762,8763,5738,5978,12794,14880,23853,17858,11985,8651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",20616,11311,9643,7600,6976,4568,5725,11529,5506,7808,9455,4304,5704,6259,11521,8353,6862,5818,4332,2985,5228,12721,9939,5560,4400,3551,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",20432,11321,9694,7542,7002,4523,5620,10992,3524,3376,2312,1390,2057,2262,7595,8363,7728,7752,5773,3915,6149,15133,10652,3599,2900,2278,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",42022,22984,20662,13988,8838,6462,7618,18747,4610,2685,2521,2276,1587,1620,4010,3722,3239,3347,2569,1774,7393,19527,14814,4868,3777,2975,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",42316,22796,20455,14014,8587,6297,7598,19066,6047,4231,3944,3466,2479,2480,7388,7557,6116,5328,4050,2700,6797,17530,13495,5927,4444,3033,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",42628,23080,20772,14019,8827,6251,7488,18469,6565,4977,5092,4826,3478,3642,13701,15945,12179,10462,7997,5614,6509,13939,13012,13287,9571,5088,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",41919,23096,20435,13790,8640,6312,7416,18683,39733,38014,31498,28001,19333,20176,42396,35872,29880,28700,21412,14911,9572,15964,20048,36235,29434,25600,18587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",0,0,0,0,0,0,0,0,0,0,0,50973,40547,40818,46583,53890,48871,37528,20195,0,0,1,0,0,0,0,0,0,0,0,0,36605,70441,70293,70390,59373,41229,41304,40986,89346,43856,43843,44005,43998,70401,32359,32479,32350,32322,58402,32950,33977,33443,32082,31499,31240,31034,29877,36878,36374,36548,39209
"94",0,0,0,0,0,0,0,0,0,0,0,44531,27523,27532,22565,15704,17653,21692,11629,0,0,2,1,0,0,0,0,0,0,0,0,6330,12255,12465,12479,18153,27519,27734,27744,59289,26665,26482,26784,26632,34652,10864,10981,10750,10800,19540,10969,11353,11162,12735,15077,15188,15171,14449,17712,17784,17690,16472
"95",0,0,0,0,0,0,0,0,0,0,0,57227,53743,53658,49191,42682,53802,73250,39377,0,0,0,1,0,0,0,0,0,0,0,0,17725,34585,34623,34254,30018,22296,22036,22240,48902,32798,32834,32916,32957,53629,25652,25946,25408,25437,45924,25799,26791,26378,25437,24545,23979,24350,22995,28106,28493,28276,25871
"96",0,0,0,0,0,0,0,0,0,0,0,42177,23090,23268,26222,29406,23702,11534,6163,0,0,0,0,0,0,0,0,0,0,0,0,10584,20595,20482,20724,30317,46831,46786,46865,101209,53399,53596,53033,53171,76108,29303,29494,29602,29609,53041,29735,30616,30299,30006,30509,30380,30015,28731,35221,35266,35416,36357
"97",0,0,0,0,0,0,0,0,0,0,0,110224,86655,88536,94586,105035,51929,83745,98912,51224,51979,125039,38795,39706,39247,38563,36216,0,0,0,0,19417,37230,37259,37335,37997,156121,91152,81233,103676,38861,38703,38698,55651,76216,34690,34947,34762,39335,99929,36067,37511,36860,28880,20188,20232,21404,25377,24822,25055,24931,27093
