"","siteid","placeid","adsize","concept","testcontrol","placeimp","impressions","clicks","conversions"
"428","j150","p207","ad_size_B","ad_concept_4","combo",562697,140568,88,8
"429","j150","p208","ad_size_C","ad_concept_1","combo",441020,110516,56,8
"430","j150","p208","ad_size_C","ad_concept_2","combo",441020,110261,53,8
"431","j150","p208","ad_size_C","ad_concept_3","combo",441020,109932,52,9
"432","j150","p208","ad_size_C","ad_concept_4","combo",441020,110311,69,7
"433","j151","p209","ad_size_A","ad_concept_1","combo",40330,10541,8,0
"434","j151","p209","ad_size_A","ad_concept_2","combo",40330,9151,5,0
"435","j151","p209","ad_size_A","ad_concept_3","combo",40330,9525,9,0
"436","j151","p209","ad_size_A","ad_concept_4","combo",40330,11113,10,0
"437","j151","p210","ad_size_B","ad_concept_1","combo",149488,39724,13,2
"438","j151","p210","ad_size_B","ad_concept_2","combo",149488,37782,12,0
"439","j151","p210","ad_size_B","ad_concept_3","combo",149488,32116,8,0
"440","j151","p210","ad_size_B","ad_concept_4","combo",149488,39866,9,0
"441","j151","p211","ad_size_C","ad_concept_1","combo",93985,23789,8,0
"442","j151","p211","ad_size_C","ad_concept_2","combo",93985,21504,8,0
"443","j151","p211","ad_size_C","ad_concept_3","combo",93985,24773,17,0
"444","j151","p211","ad_size_C","ad_concept_4","combo",93985,23919,10,0
"445","j152","p212","ad_size_A","ad_concept_1","combo",363074,97226,45,0
"446","j152","p212","ad_size_A","ad_concept_2","combo",363074,81829,41,0
"447","j152","p212","ad_size_A","ad_concept_3","combo",363074,85338,24,0
"448","j152","p212","ad_size_A","ad_concept_4","combo",363074,98681,41,0
"449","j152","p213","ad_size_B","ad_concept_1","combo",1221104,333278,67,1
"450","j152","p213","ad_size_B","ad_concept_2","combo",1221104,299553,94,0
"451","j152","p213","ad_size_B","ad_concept_3","combo",1221104,260401,54,0
"452","j152","p213","ad_size_B","ad_concept_4","combo",1221104,327872,83,1
"453","j152","p214","ad_size_C","ad_concept_1","combo",781954,193260,63,0
"454","j152","p214","ad_size_C","ad_concept_2","combo",781954,180007,74,0
"455","j152","p214","ad_size_C","ad_concept_3","combo",781954,197743,49,0
"456","j152","p214","ad_size_C","ad_concept_4","combo",781954,210944,87,1
"457","j153","p215","ad_size_A","ad_concept_1","combo",288106,73955,42,0
"458","j153","p215","ad_size_A","ad_concept_2","combo",288106,65967,41,0
"459","j153","p215","ad_size_A","ad_concept_3","combo",288106,69437,41,1
"460","j153","p215","ad_size_A","ad_concept_4","combo",288106,78747,41,1
"461","j153","p216","ad_size_B","ad_concept_1","combo",933964,250627,57,0
"462","j153","p216","ad_size_B","ad_concept_2","combo",933964,240499,65,0
"463","j153","p216","ad_size_B","ad_concept_3","combo",933964,192289,33,0
"464","j153","p216","ad_size_B","ad_concept_4","combo",933964,250549,46,0
"465","j153","p217","ad_size_C","ad_concept_1","combo",556578,136250,41,1
"466","j153","p217","ad_size_C","ad_concept_2","combo",556578,128773,41,0
"467","j153","p217","ad_size_C","ad_concept_3","combo",556578,138969,47,0
"468","j153","p217","ad_size_C","ad_concept_4","combo",556578,152586,44,0
"469","j154","p218","ad_size_A","ad_concept_1","combo",25260846,8484474,3275,8
"470","j154","p218","ad_size_A","ad_concept_2","combo",25260846,4309056,1965,6
"471","j154","p218","ad_size_A","ad_concept_3","combo",25260846,7049580,2815,12
"472","j154","p218","ad_size_A","ad_concept_4","combo",25260846,5417736,2235,4
"473","j154","p219","ad_size_B","ad_concept_1","combo",69132840,19961711,7882,31
"474","j154","p219","ad_size_B","ad_concept_2","combo",69132840,23046036,9418,33
"475","j154","p219","ad_size_B","ad_concept_3","combo",69132840,11641295,5379,21
"476","j154","p219","ad_size_B","ad_concept_4","combo",69132840,14483798,6587,6
"477","j154","p220","ad_size_C","ad_concept_1","combo",66186006,9536992,3921,16
"478","j154","p220","ad_size_C","ad_concept_2","combo",66186006,12071149,4660,12
"479","j154","p220","ad_size_C","ad_concept_3","combo",66186006,15755221,5961,13
"480","j154","p220","ad_size_C","ad_concept_4","combo",66186006,28822644,11015,36
"481","j155","p221","ad_size_A","ad_concept_1","combo",3369606,930741,599,10
"482","j155","p221","ad_size_A","ad_concept_2","combo",3369606,538953,354,8
"483","j155","p221","ad_size_A","ad_concept_3","combo",3369606,544686,352,0
"484","j155","p221","ad_size_A","ad_concept_4","combo",3369606,1355226,953,16
"485","j155","p222","ad_size_B","ad_concept_1","combo",393132,105156,44,3
"486","j155","p222","ad_size_B","ad_concept_2","combo",393132,70365,32,1
"487","j155","p222","ad_size_B","ad_concept_3","combo",393132,108982,52,1
"488","j155","p222","ad_size_B","ad_concept_4","combo",393132,108629,58,3
"489","j155","p223","ad_size_C","ad_concept_1","combo",292283,83432,23,0
"490","j155","p223","ad_size_C","ad_concept_2","combo",292283,73533,19,0
"491","j155","p223","ad_size_C","ad_concept_3","combo",292283,65746,23,2
"492","j155","p223","ad_size_C","ad_concept_4","combo",292283,69572,27,0
"493","j156","p224","ad_size_A","ad_concept_1","combo",4017532,984327,707,10
"494","j156","p224","ad_size_A","ad_concept_2","combo",4017532,506580,358,5
"495","j156","p224","ad_size_A","ad_concept_3","combo",4017532,684352,481,8
"496","j156","p224","ad_size_A","ad_concept_4","combo",4017532,1842273,1403,35
"497","j156","p225","ad_size_B","ad_concept_1","combo",538541,147855,120,2
"498","j156","p225","ad_size_B","ad_concept_2","combo",538541,91579,57,1
"499","j156","p225","ad_size_B","ad_concept_3","combo",538541,152507,104,2
"500","j156","p225","ad_size_B","ad_concept_4","combo",538541,146600,142,8
"501","j156","p226","ad_size_C","ad_concept_1","combo",513878,138318,46,5
"502","j156","p226","ad_size_C","ad_concept_2","combo",513878,121974,40,2
"503","j156","p226","ad_size_C","ad_concept_3","combo",513878,119602,38,0
"504","j156","p226","ad_size_C","ad_concept_4","combo",513878,133984,44,6
"505","j157","p227","ad_size_A","ad_concept_1","combo",6856290,1792065,1350,25
"506","j157","p227","ad_size_A","ad_concept_2","combo",6856290,1173201,922,21
"507","j157","p227","ad_size_A","ad_concept_3","combo",6856290,973333,749,17
"508","j157","p227","ad_size_A","ad_concept_4","combo",6856290,2917691,2325,47
"509","j157","p228","ad_size_B","ad_concept_1","combo",872545,254137,234,9
"510","j157","p228","ad_size_B","ad_concept_2","combo",872545,138073,123,2
"511","j157","p228","ad_size_B","ad_concept_3","combo",872545,254228,218,7
"512","j157","p228","ad_size_B","ad_concept_4","combo",872545,226107,242,8
"513","j157","p229","ad_size_C","ad_concept_1","combo",654508,187301,122,0
"514","j157","p229","ad_size_C","ad_concept_2","combo",654508,161518,86,4
"515","j157","p229","ad_size_C","ad_concept_3","combo",654508,146465,75,1
"516","j157","p229","ad_size_C","ad_concept_4","combo",654508,159224,121,1
"517","j158","p230","ad_size_A","ad_concept_1","combo",2767151,790240,565,25
"518","j158","p230","ad_size_A","ad_concept_2","combo",2767151,380456,242,3
"519","j158","p230","ad_size_A","ad_concept_3","combo",2767151,448448,310,15
"520","j158","p230","ad_size_A","ad_concept_4","combo",2767151,1148007,804,24
"521","j158","p231","ad_size_B","ad_concept_1","combo",608690,168421,85,2
"522","j158","p231","ad_size_B","ad_concept_2","combo",608690,115143,69,4
"523","j158","p231","ad_size_B","ad_concept_3","combo",608690,168778,93,1
"524","j158","p231","ad_size_B","ad_concept_4","combo",608690,156348,103,2
"525","j158","p232","ad_size_C","ad_concept_1","combo",377680,102917,34,3
"526","j158","p232","ad_size_C","ad_concept_2","combo",377680,98217,29,4
"527","j158","p232","ad_size_C","ad_concept_3","combo",377680,83072,31,0
"528","j158","p232","ad_size_C","ad_concept_4","combo",377680,93474,40,2
"529","j159","p233","ad_size_A","ad_concept_1","combo",10640992,3658819,417,28
"530","j159","p233","ad_size_A","ad_concept_2","combo",10640992,1508590,170,8
"531","j159","p233","ad_size_A","ad_concept_3","combo",10640992,2937916,306,22
"532","j159","p233","ad_size_A","ad_concept_4","combo",10640992,2535667,315,14
