"","Mh101","Mh102","Mh103","Mh104","Mh105","Mh106","Mh107","Mh108","Mh109","Mh110"
"130",13876,2032,700,85,2233,14901,4307,2451,776,1119
"131",13876,2032,700,85,2233,14901,4307,2451,776,1119
"132",13876,2032,700,85,2233,14901,4307,2451,776,1119
"133",34252,46093,32741,6085,29658,55040,48042,76422,16287,27120
"134",34252,46093,32741,6085,29658,55040,48042,76422,16287,27120
"135",34252,46093,32741,6085,29658,55040,48042,76422,16287,27120
"136",34252,46093,32741,6085,29658,55040,48042,76422,16287,27120
"137",84900,110941,78928,15814,80960,134761,128298,203978,40983,61199
"138",84900,110941,78928,15814,80960,134761,128298,203978,40983,61199
"139",84900,110941,78928,15814,80960,134761,128298,203978,40983,61199
"140",84900,110941,78928,15814,80960,134761,128298,203978,40983,61199
"141",263001,97271,94024,14073,98470,174258,103756,96907,50206,56854
"142",263001,97271,94024,14073,98470,174258,103756,96907,50206,56854
"143",263001,97271,94024,14073,98470,174258,103756,96907,50206,56854
"144",263001,97271,94024,14073,98470,174258,103756,96907,50206,56854
"145",481758,159132,158838,27163,111941,238408,199407,181905,93494,81701
"146",481758,159132,158838,27163,111941,238408,199407,181905,93494,81701
"147",481758,159132,158838,27163,111941,238408,199407,181905,93494,81701
"148",481758,159132,158838,27163,111941,238408,199407,181905,93494,81701
"149",542415,193734,186506,31540,221627,359146,231496,220021,102440,105357
"150",542415,193734,186506,31540,221627,359146,231496,220021,102440,105357
"151",542415,193734,186506,31540,221627,359146,231496,220021,102440,105357
"152",542415,193734,186506,31540,221627,359146,231496,220021,102440,105357
"153",1422557,666775,667806,339704,806170,180856,203702,715381,479700,367174
"154",1422557,666775,667806,339704,806170,180856,203702,715381,479700,367174
"155",1422557,666775,667806,339704,806170,180856,203702,715381,479700,367174
"156",1422557,666775,667806,339704,806170,180856,203702,715381,479700,367174
"157",2222557,1011935,1009669,491903,1249154,338273,361687,1027852,673542,594867
"158",2222557,1011935,1009669,491903,1249154,338273,361687,1027852,673542,594867
"159",2222557,1011935,1009669,491903,1249154,338273,361687,1027852,673542,594867
"160",2222557,1011935,1009669,491903,1249154,338273,361687,1027852,673542,594867
"161",3072605,1346006,1366223,694114,1327691,259125,343941,1180300,806776,581344
"162",3072605,1346006,1366223,694114,1327691,259125,343941,1180300,806776,581344
"163",3072605,1346006,1366223,694114,1327691,259125,343941,1180300,806776,581344
"164",3072605,1346006,1366223,694114,1327691,259125,343941,1180300,806776,581344
"165",126107,49805,44180,9387,42278,60083,44616,53584,33378,28944
"166",126107,49805,44180,9387,42278,60083,44616,53584,33378,28944
"167",126107,49805,44180,9387,42278,60083,44616,53584,33378,28944
"168",126107,49805,44180,9387,42278,60083,44616,53584,33378,28944
"169",231695,84622,81184,17801,79992,88995,69086,81671,47198,35905
"170",231695,84622,81184,17801,79992,88995,69086,81671,47198,35905
"171",231695,84622,81184,17801,79992,88995,69086,81671,47198,35905
"172",231695,84622,81184,17801,79992,88995,69086,81671,47198,35905
"173",279103,104945,91309,19735,84747,92427,70552,80148,44402,36854
"174",279103,104945,91309,19735,84747,92427,70552,80148,44402,36854
"175",279103,104945,91309,19735,84747,92427,70552,80148,44402,36854
"176",279103,104945,91309,19735,84747,92427,70552,80148,44402,36854
"177",37451,11300,10169,1153,15604,32167,20790,17049,8472,7382
"178",37451,11300,10169,1153,15604,32167,20790,17049,8472,7382
"179",37451,11300,10169,1153,15604,32167,20790,17049,8472,7382
"180",37451,11300,10169,1153,15604,32167,20790,17049,8472,7382
"181",64288,19889,19662,1312,30224,69031,37161,26312,9752,7576
"182",64288,19889,19662,1312,30224,69031,37161,26312,9752,7576
"183",64288,19889,19662,1312,30224,69031,37161,26312,9752,7576
"184",64288,19889,19662,1312,30224,69031,37161,26312,9752,7576
"185",66868,22990,22414,3587,29940,51570,32407,30661,12832,11291
"186",66868,22990,22414,3587,29940,51570,32407,30661,12832,11291
"187",66868,22990,22414,3587,29940,51570,32407,30661,12832,11291
"188",66868,22990,22414,3587,29940,51570,32407,30661,12832,11291
"189",28188,0,21017,97917,242222,75689,104036,137470,95961,83430
"190",28188,0,21017,97917,242222,75689,104036,137470,95961,83430
"191",28188,0,21017,97917,242222,75689,104036,137470,95961,83430
"192",28188,0,21017,97917,242222,75689,104036,137470,95961,83430
"193",52044,1,38324,203403,499294,176950,248304,339167,219493,168893
"194",52044,1,38324,203403,499294,176950,248304,339167,219493,168893
"195",52044,1,38324,203403,499294,176950,248304,339167,219493,168893
"196",52044,1,38324,203403,499294,176950,248304,339167,219493,168893
"197",59769,1,52011,235224,569258,169555,230500,286433,171378,138260
"198",59769,1,52011,235224,569258,169555,230500,286433,171378,138260
"199",59769,1,52011,235224,569258,169555,230500,286433,171378,138260
"200",59769,1,52011,235224,569258,169555,230500,286433,171378,138260
"201",1240775,763441,753684,158860,435778,196148,372684,851481,611447,579792
"202",1240775,763441,753684,158860,435778,196148,372684,851481,611447,579792
"203",1240775,763441,753684,158860,435778,196148,372684,851481,611447,579792
"204",1240775,763441,753684,158860,435778,196148,372684,851481,611447,579792
"205",2431248,1539098,1521162,321939,923299,486227,968252,2073877,1132495,886362
"206",2431248,1539098,1521162,321939,923299,486227,968252,2073877,1132495,886362
"207",2431248,1539098,1521162,321939,923299,486227,968252,2073877,1132495,886362
"208",2431248,1539098,1521162,321939,923299,486227,968252,2073877,1132495,886362
"209",2833336,1758655,1672575,343345,945821,445778,820560,1710388,980392,705324
"210",2833336,1758655,1672575,343345,945821,445778,820560,1710388,980392,705324
"211",2833336,1758655,1672575,343345,945821,445778,820560,1710388,980392,705324
"212",2833336,1758655,1672575,343345,945821,445778,820560,1710388,980392,705324
"213",314659,127017,121351,27017,75524,90112,86346,122955,75075,68440
"214",314659,127017,121351,27017,75524,90112,86346,122955,75075,68440
